,ProbablyMeantGSTerm,SemanticType,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,adjustedQueryTerm,preferredTerm,ui
2401,5-fluorouracil,"Nucleic Acid, Nucleoside, or Nucleotide|Pharmacologic Substance",2401,2401,122,,,,,anaesthesiology,Fluorouracil,C0016360
2567,citicoline,"Nucleic Acid, Nucleoside, or Nucleotide|Pharmacologic Substance",2567,130,,,,,,crrt,Citicoline,C0010725
2628,isoprinosine,"Nucleic Acid, Nucleoside, or Nucleotide|Pharmacologic Substance",2628,191,,,,,,chronic hepatitis,Inosine Pranobex,C0022230
16,artificial intelligence,Occupation or Discipline,16,16,16,16,16,16,16,artificial inteligence,Artificial Intelligence,C0003916
643,mycology,Occupation or Discipline,643,643,643,643,643,643,643,myology,The science of Mycology,C0026932
1379,meteorology,Occupation or Discipline,1379,1379,1379,1379,1379,1379,1379,meteorlogy,Meteorology,C0025595
1961,biochemistry,Occupation or Discipline,1961,1961,1961,1961,1961,96,,brca,Biochemistry,C0005477
2009,biochemistry,Occupation or Discipline,2009,2009,2009,2009,24,,,tutorial,Biochemistry,C0005477
823,interlibrary loan,Occupational Activity,823,823,823,823,823,823,823,inter library loan,Interlibrary Loans,C0021765
1077,nursing informatics,Occupational Activity,1077,1077,1077,1077,1077,1077,1077,nursing informatic,Nursing Informatics,C1449810
1078,nursing informatics,Occupational Activity,1078,1078,1078,1078,1078,1078,1078,nursing infomatics,Nursing Informatics,C1449810
1492,social marketing,Occupational Activity,1492,1492,1492,1492,1492,1492,1492,social marketin,Social Marketing,C0037424
1553,water treatment,Occupational Activity,1553,1553,1553,1553,1553,1553,1553,water trearment,Water Treatment,C0597684
1623,translate,Occupational Activity,1623,1623,1623,1623,1623,1623,1623,translat,Translating,C0040710
1911,interdisciplinary,Occupational Activity,1911,1911,1911,1911,1911,46,,2018,Interdisciplinary Studies,C0242479
2025,interdisciplinary,Occupational Activity,2025,2025,2025,2025,40,,,maxillofacial,Interdisciplinary Studies,C0242479
2364,cost-effectiveness analysis,Occupational Activity,2364,2364,85,,,,,onguard,Cost-Effectiveness Analysis,C1511536
2453,cost-effectiveness analysis,Occupational Activity,2453,16,,,,,,pick your poison,Cost-Effectiveness Analysis,C1511536
2551,catalogue,Occupational Activity,2551,114,,,,,,pancreas disorder,Cataloging (activity),C0007371
2767,careers,Occupational Activity,127,,,,,,,effective documentation,career,C0178534
278,urodynamics,Organ or Tissue Function,278,278,278,278,278,278,278,neurodynamics,Urodynamics,C0042059
518,neurodevelopment,Organ or Tissue Function,518,518,518,518,518,518,518,neurodevelopmten,neurodevelopment,C0599855
574,hemostasis,Organ or Tissue Function,574,574,574,574,574,574,574,hemostasia,Hemostatic function,C0019116
1206,muscle strength,Organ or Tissue Function,1206,1206,1206,1206,1206,1206,1206,muscle strengh,Muscle Strength,C0517349
1263,neurodevelopment,Organ or Tissue Function,1263,1263,1263,1263,1263,1263,1263,neuro develpment,neurodevelopment,C0599855
1284,neuronal plasticity,Organ or Tissue Function,1284,1284,1284,1284,1284,1284,1284,neuronal plasticity pdf,Neuronal Plasticity,C0027880
1798,urodynamics,Organ or Tissue Function,1798,1798,1798,1798,1798,1798,62,urodynamic,Urodynamics,C0042059
2633,kidney function,Organ or Tissue Function,2633,196,,,,,,jmscr,Renal function,C0232804
156,neuronal plasticity,Organ or Tissue Function,,,,,,,,ansiedade,Neuronal Plasticity,C0027880
162,osteogenesis,Organ or Tissue Function,,,,,,,,lemon and health,Osteogenesis,C0029433
175,carbohydrates,Organic Chemical,175,175,175,175,175,175,175,carbohidrates,Carbohydrates,C0007004
253,hydrobenzoin,Organic Chemical,253,253,253,253,253,253,253,hydorobenzoin,hydrobenzoin,C2715568
310,phthalates,Organic Chemical,310,310,310,310,310,310,310,phtalates,phthalates,C0136960
371,vitamin d3 sulfate,Organic Chemical,371,371,371,371,371,371,371,vitamin d sulfate,vitamin D3 sulfoconjugate,C0078372
377,tert-butyllithium,Organic Chemical,377,377,377,377,377,377,377,tert-butyl lithium,tert-butyllithium,C1873417
405,antroquinonol,Organic Chemical,405,405,405,405,405,405,405,atroquinonol,antroquinonol,C2742029
416,bamboo,Organic Chemical,416,416,416,416,416,416,416,bambo,Bamboo extract,C1337281
961,nicotinamide riboside,Organic Chemical,961,961,961,961,961,961,961,nicotinamine riboside,nicotinamide-beta-riboside,C0068711
1150,lactate,Organic Chemical,1150,1150,1150,1150,1150,1150,1150,lactante,Lactates,C0022924
1157,krokodil,Organic Chemical,1157,1157,1157,1157,1157,1157,1157,krokdil,krokodil,C4548983
1296,nerol,Organic Chemical,1296,1296,1296,1296,1296,1296,1296,nedrol,nerol,C0888799
1360,mito thermo yellow,Organic Chemical,1360,1360,1360,1360,1360,1360,1360,mitothermo yellow,Mito thermo yellow,C4077821
1381,methyldibromo glutaronitrile,Organic Chemical,1381,1381,1381,1381,1381,1381,1381,methyl dibromo glutaronitrile,METHYLDIBROMO GLUTARONITRILE,C3255824
1382,methyldibromo glutaronitrile,Organic Chemical,1382,1382,1382,1382,1382,1382,1382,methyldibromo gluataronitrile,METHYLDIBROMO GLUTARONITRILE,C3255824
1519,styrene,Organic Chemical,1519,1519,1519,1519,1519,1519,1519,styrne,Styrenes,C0038513
1714,propanediol,Organic Chemical,1714,1714,1714,1714,1714,1714,1714,propenediol,Propylene Glycols,C0033437
1829,methyldibromo glutaronitrile,Organic Chemical,1829,1829,1829,1829,1829,1829,93,methyldibromoglutaronitrile,METHYLDIBROMO GLUTARONITRILE,C3255824
2343,benzophenone,Organic Chemical,2343,2343,64,,,,,embarazo,Benzophenones,C0005077
2368,essential oil,Organic Chemical,2368,2368,89,,,,,nejm,"Oils, Volatile",C0028910
24,essential oils,Organic Chemical,,,,,,,,automedicacion,"Oils, Volatile",C0028910
36,lipids,Organic Chemical,,,,,,,,international surgery journal,Lipids,C0023779
120,ampicilina,Organic Chemical|Antibiotic,120,120,120,120,120,120,120,ampicilin,Ampicillin,C0002680
163,ceftriaxone,Organic Chemical|Antibiotic,163,163,163,163,163,163,163,ceftriaoxone,Ceftriaxone,C0007561
440,netilmicin,Organic Chemical|Antibiotic,440,440,440,440,440,440,440,netmilicin,Netilmicin,C0027780
479,neomycin,Organic Chemical|Antibiotic,479,479,479,479,479,479,479,neomyci,Neomycin,C0027603
582,penicillin,Organic Chemical|Antibiotic,582,582,582,582,582,582,582,penicillin 2,Penicillin G,C0030827
683,sulfamethoxazole,Organic Chemical|Antibiotic,683,683,683,683,683,683,683,sulfametoxazol,Sulfamethoxazole,C0038689
800,flucloxacillin,Organic Chemical|Antibiotic,800,800,800,800,800,800,800,flucloxicillian,Floxacillin,C0016267
801,flucloxacillin,Organic Chemical|Antibiotic,801,801,801,801,801,801,801,flucloxacilin,Floxacillin,C0016267
977,penicillin,Organic Chemical|Antibiotic,977,977,977,977,977,977,977,peniciilin,Penicillin G,C0030827
1120,moxifloxacin,Organic Chemical|Antibiotic,1120,1120,1120,1120,1120,1120,1120,maxifloxacin,moxifloxacin,C0536495
1384,methicillin,Organic Chemical|Antibiotic,1384,1384,1384,1384,1384,1384,1384,methicillian,Methicillin,C0025643
1513,sulfa drugs,Organic Chemical|Antibiotic,1513,1513,1513,1513,1513,1513,1513,sulfate drugs,Sulfonamide Anti-Infective Agents,C0599503
1780,amoxicillin,Organic Chemical|Antibiotic,1780,1780,1780,1780,1780,1780,44,amoxicilin,Amoxicillin,C0002645
1819,cephalosporin,Organic Chemical|Antibiotic,1819,1819,1819,1819,1819,1819,83,cephalosporin 5,Cephalosporins,C3536856
2101,clindamycin,Organic Chemical|Antibiotic,2101,2101,2101,4,,,,health informatics definition,Clindamycin,C0008947
2201,amoxicillin,Organic Chemical|Antibiotic,2201,2201,2201,104,,,,household products database,Amoxicillin,C0002645
2347,penicillin,Organic Chemical|Antibiotic,2347,2347,68,,,,,bookshelf,Penicillin G,C0030827
2498,penicillin,Organic Chemical|Antibiotic,2498,61,,,,,,bm-mnc,Penicillin G,C0030827
2721,penicillin,Organic Chemical|Antibiotic,81,,,,,,,tuberculose,Penicillin G,C0030827
66,cholesterol,Organic Chemical|Biologically Active Substance,66,66,66,66,66,66,66,colesterol,Cholesterol,C0008377
150,cholesterol ldl,Organic Chemical|Biologically Active Substance,150,150,150,150,150,150,150,colesterol ldl,LDL Cholesterol Lipoproteins,C0023824
702,bilirubin,Organic Chemical|Biologically Active Substance,702,702,702,702,702,702,702,bilirrubine,Bilirubin,C0005437
1029,olibanum,Organic Chemical|Biologically Active Substance,1029,1029,1029,1029,1029,1029,1029,olibaum,Frankincense,C3850086
1944,cholesterol,Organic Chemical|Biologically Active Substance,1944,1944,1944,1944,1944,79,,list of index medicus,Cholesterol,C0008377
2044,cholesterol,Organic Chemical|Biologically Active Substance,2044,2044,2044,2044,59,,,blood in the urine,Cholesterol,C0008377
2350,hdl cholesterol,Organic Chemical|Biologically Active Substance,2350,2350,71,,,,,diabetes tipo 2,High Density Lipoprotein Cholesterol,C0023822
2785,serotonin,Organic Chemical|Biologically Active Substance,145,,,,,,,crossfit,Serotonin,C0036751
76,cholesterol,Organic Chemical|Biologically Active Substance,,,,,,,,cbct,Cholesterol,C0008377
875,pectin,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,875,875,875,875,875,875,875,pectina,Pectins,C0030744
1156,lactic acid,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,1156,1156,1156,1156,1156,1156,1156,latic acid,Lactic acid,C0064582
1527,surfactant,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,1527,1527,1527,1527,1527,1527,1527,surfactante,Pulmonary Surfactants,C0034085
1618,ubidecarenone,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,1618,1618,1618,1618,1618,1618,1618,ubidecarenon,coenzyme Q10,C0056077
1785,protandim,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,1785,1785,1785,1785,1785,1785,49,protandiam,Protandim,C1700049
1818,omega 3 fatty acids,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,1818,1818,1818,1818,1818,1818,82,omega 3 fatty acid,Omega-3 Fatty Acids,C0015689
1873,dopamine,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,1873,1873,1873,1873,1873,8,,bemer,Dopamine,C0013030
1881,hyaluronic acid,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,1881,1881,1881,1881,1881,16,,cow urine,Hyaluronic Acid,C0020196
1985,dopamine,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,1985,1985,1985,1985,0,,,cancer de mama,Dopamine,C0013030
1992,hyaluronic acid,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,1992,1992,1992,1992,7,,,bmj,Hyaluronic Acid,C0020196
2137,omega 3,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,2137,2137,2137,40,,,,clinicaltrialsgov,Omega-3 Fatty Acids,C0015689
2408,protandim,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,2408,2408,129,,,,,hourly rounding,Protandim,C1700049
2459,omega 3,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,2459,22,,,,,,vitals,Omega-3 Fatty Acids,C0015689
2739,protandim,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,99,,,,,,,rematoid atritis,Protandim,C1700049
5,protandim,Organic Chemical|Biologically Active Substance|Pharmacologic Substance,,,,,,,,complex traits,Protandim,C1700049
1434,tartrazine,Organic Chemical|Chemical Viewed Functionally,1434,1434,1434,1434,1434,1434,1434,tartrazina,Tartrazine,C0039329
2225,pumpkin seed oil,Organic Chemical|Food,2225,2225,2225,128,,,,icd to snomed,pumpkin seed oil,C1445804
135,snowed,Organic Chemical|Hazardous or Poisonous Substance,135,135,135,135,135,135,135,snowmed,Cocaine,C0009170
532,paraquat,Organic Chemical|Hazardous or Poisonous Substance,532,532,532,532,532,532,532,parquat,Paraquat,C0030493
950,organochlorine pesticides,Organic Chemical|Hazardous or Poisonous Substance,950,950,950,950,950,950,950,organochloride pesticides,Organochlorine pesticide,C0392143
1376,methanol,Organic Chemical|Hazardous or Poisonous Substance,1376,1376,1376,1376,1376,1376,1376,metanol,Methanol,C0001963
2574,tobacco,Organic Chemical|Hazardous or Poisonous Substance,2574,137,,,,,,ageism consequences,Tobacco,C0040329
2584,club drugs,Organic Chemical|Hazardous or Poisonous Substance,2584,147,,,,,,fgf21,Club Drugs,C1456651
2781,roundup,Organic Chemical|Hazardous or Poisonous Substance,141,,,,,,,rebecca lee crumpler,Roundup,C0140858
338,glucocorticoid,Organic Chemical|Hormone,338,338,338,338,338,338,338,glucocorticoide,Glucocorticoids,C0017710
41,melatonin,Organic Chemical|Hormone|Pharmacologic Substance,41,41,41,41,41,41,41,melatonina,Melatonin,C0025219
325,prednisone,Organic Chemical|Hormone|Pharmacologic Substance,325,325,325,325,325,325,325,prednison,Prednisone,C0032952
326,prednisone,Organic Chemical|Hormone|Pharmacologic Substance,326,326,326,326,326,326,326,predisone,Prednisone,C0032952
363,yuvafem,Organic Chemical|Hormone|Pharmacologic Substance,363,363,363,363,363,363,363,uvafem,Yuvafem,C4256996
499,nomegestrol acetate,Organic Chemical|Hormone|Pharmacologic Substance,499,499,499,499,499,499,499,nomegestrol actate,nomegestrol acetate,C0132749
678,methylprednisolone,Organic Chemical|Hormone|Pharmacologic Substance,678,678,678,678,678,678,678,methulylprednisolon,Methylprednisolone,C0025815
940,norepinephrine,Organic Chemical|Hormone|Pharmacologic Substance,940,940,940,940,940,940,940,norepinephrin,Norepinephrine,C0028351
1200,levonorgestrel,Organic Chemical|Hormone|Pharmacologic Substance,1200,1200,1200,1200,1200,1200,1200,levonogestel,Levonorgestrel,C0023566
1311,melatonin,Organic Chemical|Hormone|Pharmacologic Substance,1311,1311,1311,1311,1311,1311,1311,melantonin,Melatonin,C0025219
1368,methylprednisolone,Organic Chemical|Hormone|Pharmacologic Substance,1368,1368,1368,1368,1368,1368,1368,methyprednisolone,Methylprednisolone,C0025815
1719,prostaglandin,Organic Chemical|Hormone|Pharmacologic Substance,1719,1719,1719,1719,1719,1719,1719,prostaglandinas,Prostaglandins,C0033554
2194,melatonin,Organic Chemical|Hormone|Pharmacologic Substance,2194,2194,2194,97,,,,lifevantage,Melatonin,C0025219
2342,corticoid,Organic Chemical|Hormone|Pharmacologic Substance,2342,2342,63,,,,,charlotte perkins gilman,Adrenal Cortex Hormones,C0001617
2358,testosteron,Organic Chemical|Hormone|Pharmacologic Substance,2358,2358,79,,,,,designer babies,Testosterone,C0039601
2717,melatonin,Organic Chemical|Hormone|Pharmacologic Substance,77,,,,,,,bone fractures,Melatonin,C0025219
37,adrenalin,Organic Chemical|Hormone|Pharmacologic Substance,,,,,,,,psicosis,Epinephrine,C0014563
120,melatonin,Organic Chemical|Hormone|Pharmacologic Substance,,,,,,,,iosr,Melatonin,C0025219
173,tabac,"Organic Chemical|Indicator, Reagent, or Diagnostic Aid",173,173,173,173,173,173,173,tabaco,"2,4,6-triiodo-3-acetamidobenzoic acid (N-cyclohexylcarbamyloxy)ethyl ester",C0045439
1,efaproxiral,Organic Chemical|Pharmacologic Substance,1,1,1,1,1,1,1,efiproxiral,efaproxiral,C0080719
11,clotrimazole,Organic Chemical|Pharmacologic Substance,11,11,11,11,11,11,11,cotrimazole,Clotrimazole,C0009074
23,diabeta,Organic Chemical|Pharmacologic Substance,23,23,23,23,23,23,23,diabet,Diabeta,C0700718
30,2 4 6 trinitrophenol,Organic Chemical|Pharmacologic Substance,30,30,30,30,30,30,30,2 4 6 trinitropghenol,picric acid,C0071044
58,paraben,Organic Chemical|Pharmacologic Substance,58,58,58,58,58,58,58,parabeni,Parabens,C0030398
61,oxybutynin,Organic Chemical|Pharmacologic Substance,61,61,61,61,61,61,61,oxybutinin,oxybutynin,C0069805
67,aspirin,Organic Chemical|Pharmacologic Substance,67,67,67,67,67,67,67,aspirine,Aspirin,C0004057
68,aspirin,Organic Chemical|Pharmacologic Substance,68,68,68,68,68,68,68,asprin,Aspirin,C0004057
72,ashwagandha,Organic Chemical|Pharmacologic Substance,72,72,72,72,72,72,72,ashwaganda,Ashwagandha preparation,C0613707
75,opioid,Organic Chemical|Pharmacologic Substance,75,75,75,75,75,75,75,opiod,"Analgesics, Opioid",C0002772
80,caprylyl glycol,Organic Chemical|Pharmacologic Substance,80,80,80,80,80,80,80,capryloyl glycol,"1,2-octanediol",C1828708
92,olanzapine,Organic Chemical|Pharmacologic Substance,92,92,92,92,92,92,92,olanzepine,olanzapine,C0171023
112,amiodarone,Organic Chemical|Pharmacologic Substance,112,112,112,112,112,112,112,amiadarone,Amiodarone,C0002598
130,clopidogrel,Organic Chemical|Pharmacologic Substance,130,130,130,130,130,130,130,clopidigrel,clopidogrel,C0070166
147,ketamine,Organic Chemical|Pharmacologic Substance,147,147,147,147,147,147,147,ketamin,Ketamine,C0022614
166,cerivastatin,Organic Chemical|Pharmacologic Substance,166,166,166,166,166,166,166,cerivastatina,cerivastatin,C0528023
184,carvedilol,Organic Chemical|Pharmacologic Substance,184,184,184,184,184,184,184,cardvedilol,carvedilol,C0054836
185,caffeine,Organic Chemical|Pharmacologic Substance,185,185,185,185,185,185,185,caffine,Caffeine,C0006644
203,clonazepam,Organic Chemical|Pharmacologic Substance,203,203,203,203,203,203,203,clonazapam,Clonazepam,C0009011
219,cosamin,Organic Chemical|Pharmacologic Substance,219,219,219,219,219,219,219,cosamine,Cosamin,C2949224
226,divalproex,Organic Chemical|Pharmacologic Substance,226,226,226,226,226,226,226,devalproex,Valproic Acid,C0042291
262,nilotinib,Organic Chemical|Pharmacologic Substance,262,262,262,262,262,262,262,nilotini,nilotinib,C1721377
289,lenvatinib,Organic Chemical|Pharmacologic Substance,289,289,289,289,289,289,289,lenvitinib,lenvatinib,C2986924
295,methadone,Organic Chemical|Pharmacologic Substance,295,295,295,295,295,295,295,methaone,Methadone,C0025605
296,metformin,Organic Chemical|Pharmacologic Substance,296,296,296,296,296,296,296,metfomin,Metformin,C0025598
306,perindopril,Organic Chemical|Pharmacologic Substance,306,306,306,306,306,306,306,perindopri,Perindopril,C0136123
312,famotidine,Organic Chemical|Pharmacologic Substance,312,312,312,312,312,312,312,femotidine,Famotidine,C0015620
334,omeprazole,Organic Chemical|Pharmacologic Substance,334,334,334,334,334,334,334,omneprazole,Omeprazole,C0028978
